"Month","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesAll","NumberWithin4HoursAll","NumberOver4HoursAll","PercentageWithin4HoursAll","NumberOfAttendancesEpisode","NumberOfAttendancesEpisodeQF","NumberWithin4HoursEpisode","NumberWithin4HoursEpisodeQF","NumberOver4HoursEpisode","NumberOver4HoursEpisodeQF","PercentageWithin4HoursEpisode","PercentageWithin4HoursEpisodeQF","NumberOver8HoursEpisode","NumberOver8HoursEpisodeQF","PercentageOver8HoursEpisode","PercentageOver8HoursEpisodeQF","NumberOver12HoursEpisode","NumberOver12HoursEpisodeQF","PercentageOver12HoursEpisode","PercentageOver12HoursEpisodeQF"
"201605","S92000003","S08000031","G306H","Minor Injury Unit or Other",2933,2932,1,100,2933,"",2932,"",1,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000031","G405H","Emergency Department",8492,7391,1101,87,8492,"",7391,"",1101,"",87,"",43,"",0.5,"",1,"",0,""
"201605","S92000003","S08000031","G513H","Emergency Department",5045,5032,13,99.7,5045,"",5032,"",13,"",99.7,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000031","G516H","Minor Injury Unit or Other",993,992,1,99.9,993,"",992,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000022","C106H","Minor Injury Unit or Other",698,698,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","C108H","Minor Injury Unit or Other",130,130,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","C113H","Minor Injury Unit or Other",388,385,3,99.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","C121H","Emergency Department",752,746,6,99.2,752,"",746,"",6,"",99.2,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000022","C122H","Minor Injury Unit or Other",421,421,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H101H","Minor Injury Unit or Other",250,250,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H103H","Emergency Department",615,586,29,95.3,615,"",586,"",29,"",95.3,"",1,"",0.2,"",0,"",0,""
"201605","S92000003","S08000022","H106H","Minor Injury Unit or Other",20,20,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H202H","Emergency Department",3043,2876,167,94.5,3043,"",2876,"",167,"",94.5,"",2,"",0.1,"",0,"",0,""
"201605","S92000003","S08000022","H208H","Minor Injury Unit or Other",404,404,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H210H","Minor Injury Unit or Other",102,102,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H212H","Emergency Department",934,895,39,95.8,934,"",895,"",39,"",95.8,"",1,"",0.1,"",0,"",0,""
"201605","S92000003","S08000022","H214H","Minor Injury Unit or Other",432,432,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H215H","Minor Injury Unit or Other",247,247,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H217H","Minor Injury Unit or Other",162,162,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H219H","Minor Injury Unit or Other",160,160,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H224H","Minor Injury Unit or Other",413,409,4,99,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H227B","Minor Injury Unit or Other",189,189,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000022","H227H","Minor Injury Unit or Other",115,114,1,99.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000032","L106H","Emergency Department",6123,5918,205,96.7,6123,"",5918,"",205,"",96.7,"",1,"",0,"",0,"",0,""
"201605","S92000003","S08000032","L206H","Minor Injury Unit or Other",67,67,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000032","L207H","Minor Injury Unit or Other",111,111,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000032","L302H","Emergency Department",5754,5392,362,93.7,5754,"",5392,"",362,"",93.7,"",25,"",0.4,"",1,"",0,""
"201605","S92000003","S08000032","L308H","Emergency Department",5834,5342,492,91.6,5834,"",5342,"",492,"",91.6,"",38,"",0.7,"",10,"",0.2,""
"201605","S92000003","S08000024","S108H","Minor Injury Unit or Other",155,155,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000024","S116H","Minor Injury Unit or Other",3899,3537,362,90.7,3899,"",3537,"",362,"",90.7,"",98,"",2.5,"",43,"",1.1,""
"201605","S92000003","S08000024","S308H","Emergency Department",5018,4747,271,94.6,5018,"",4747,"",271,"",94.6,"",16,"",0.3,"",0,"",0,""
"201605","S92000003","S08000024","S314H","Emergency Department",10457,9548,909,91.3,10457,"",9548,"",909,"",91.3,"",164,"",1.6,"",18,"",0.2,""
"201605","S92000003","S08000024","S319H","Emergency Department",4585,4526,59,98.7,4585,"",4526,"",59,"",98.7,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000025","R103H","Emergency Department",522,509,13,97.5,522,"",509,"",13,"",97.5,"",1,"",0.2,"",0,"",0,""
"201605","S92000003","S08000026","Z102H","Emergency Department",672,645,27,96,672,"",645,"",27,"",96,"",2,"",0.3,"",0,"",0,""
"201605","S92000003","S08000030","T101H","Emergency Department",4377,4291,86,98,4377,"",4291,"",86,"",98,"",1,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T202H","Emergency Department",2325,2305,20,99.1,2325,"",2305,"",20,"",99.1,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T205H","Minor Injury Unit or Other",44,44,0,100,44,"",44,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T209H","Minor Injury Unit or Other",305,305,0,100,305,"",305,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T304H","Minor Injury Unit or Other",1297,1296,1,99.9,1297,"",1296,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T305H","Minor Injury Unit or Other",200,200,0,100,200,"",200,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T316H","Minor Injury Unit or Other",134,134,0,100,134,"",134,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T319H","Minor Injury Unit or Other",588,588,0,100,588,"",588,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T320H","Minor Injury Unit or Other",194,194,0,100,194,"",194,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000030","T357C","Minor Injury Unit or Other",417,417,0,100,417,"",417,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000028","W106H","Minor Injury Unit or Other",40,40,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000028","W107H","Emergency Department",555,554,1,99.8,555,"",554,"",1,"",99.8,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000028","W108H","Minor Injury Unit or Other",120,120,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000015","A101H","Minor Injury Unit or Other",239,238,1,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000015","A110H","Minor Injury Unit or Other",82,82,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000015","A111H","Emergency Department",5976,5790,186,96.9,5976,"",5790,"",186,"",96.9,"",7,"",0.1,"",0,"",0,""
"201606","S92000003","S08000015","A210H","Emergency Department",4072,3633,439,89.2,4072,"",3633,"",439,"",89.2,"",85,"",2.1,"",21,"",0.5,""
"201606","S92000003","S08000015","A216H","Minor Injury Unit or Other",91,91,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000016","B103H","Minor Injury Unit or Other",15,15,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000016","B105H","Minor Injury Unit or Other",94,94,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000016","B114H","Minor Injury Unit or Other",10,10,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000016","B118H","Minor Injury Unit or Other",59,59,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000016","B120H","Emergency Department",2436,2362,74,97,2436,"",2362,"",74,"",97,"",1,"",0,"",0,"",0,""
"201606","S92000003","S08000017","Y101H","Minor Injury Unit or Other",27,27,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000017","Y106H","Minor Injury Unit or Other",43,43,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000017","Y109H","Minor Injury Unit or Other",6,6,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000017","Y110H","Minor Injury Unit or Other",12,12,0,100,12,"",12,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000017","Y144H","Emergency Department",1026,993,33,96.8,1026,"",993,"",33,"",96.8,"",2,"",0.2,"",0,"",0,""
"201606","S92000003","S08000017","Y146H","Emergency Department",3160,3055,105,96.7,3160,"",3055,"",105,"",96.7,"",1,"",0,"",0,"",0,""
"201606","S92000003","S08000029","F704H","Emergency Department",5370,5151,219,95.9,5370,"",5151,"",219,"",95.9,"",10,"",0.2,"",0,"",0,""
"201606","S92000003","S08000029","F708H","Minor Injury Unit or Other",216,216,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000029","F709H","Minor Injury Unit or Other",293,293,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000029","F805H","Minor Injury Unit or Other",1997,1994,3,99.8,1997,"",1994,"",3,"",99.8,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000019","V201H","Minor Injury Unit or Other",1353,1353,0,100,1353,"",1353,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000019","V217H","Emergency Department",5393,5114,279,94.8,5393,"",5114,"",279,"",94.8,"",7,"",0.1,"",0,"",0,""
"201606","S92000003","S08000020","N101H","Emergency Department",4677,4435,242,94.8,4677,"",4435,"",242,"",94.8,"",4,"",0.1,"",0,"",0,""
"201606","S92000003","S08000020","N121H","Emergency Department",1509,1487,22,98.5,1509,"",1487,"",22,"",98.5,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000020","N151H","Minor Injury Unit or Other",78,78,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N331H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N332H","Minor Injury Unit or Other",38,38,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N333H","Minor Injury Unit or Other",1395,1392,3,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N334H","Minor Injury Unit or Other",713,709,4,99.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N335H","Minor Injury Unit or Other",294,291,3,99,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N336H","Minor Injury Unit or Other",216,216,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N337H","Minor Injury Unit or Other",304,300,4,98.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N411H","Emergency Department",2015,1972,43,97.9,2015,"",1972,"",43,"",97.9,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000020","N431H","Minor Injury Unit or Other",64,64,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N432H","Minor Injury Unit or Other",13,13,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N433H","Minor Injury Unit or Other",100,100,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N451H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N494H","Minor Injury Unit or Other",141,141,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000020","N683C","Minor Injury Unit or Other",47,47,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000031","C206H","Minor Injury Unit or Other",1476,1435,41,97.2,1476,"",1435,"",41,"",97.2,"",1,"",0.1,"",0,"",0,""
"201606","S92000003","S08000031","C313H","Emergency Department",2737,2682,55,98,2737,"",2682,"",55,"",98,"",1,"",0,"",0,"",0,""
"201606","S92000003","S08000031","C418H","Emergency Department",6051,5570,481,92.1,6051,"",5570,"",481,"",92.1,"",30,"",0.5,"",0,"",0,""
"201606","S92000003","S08000031","G107H","Emergency Department",7563,6790,773,89.8,7563,"",6790,"",773,"",89.8,"",11,"",0.1,"",0,"",0,""
"201606","S92000003","S08000031","G207H","Minor Injury Unit or Other",1730,1728,2,99.9,1730,"",1728,"",2,"",99.9,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000031","G306H","Minor Injury Unit or Other",2822,2821,1,100,2822,"",2821,"",1,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000031","G405H","Emergency Department",7888,7228,660,91.6,7888,"",7228,"",660,"",91.6,"",19,"",0.2,"",0,"",0,""
"201606","S92000003","S08000031","G513H","Emergency Department",4491,4476,15,99.7,4491,"",4476,"",15,"",99.7,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000031","G516H","Minor Injury Unit or Other",985,985,0,100,985,"",985,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000022","C106H","Minor Injury Unit or Other",619,619,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","C108H","Minor Injury Unit or Other",119,119,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","C113H","Minor Injury Unit or Other",425,422,3,99.3,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","C121H","Emergency Department",767,754,13,98.3,767,"",754,"",13,"",98.3,"",1,"",0.1,"",0,"",0,""
"201606","S92000003","S08000022","C122H","Minor Injury Unit or Other",556,556,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H101H","Minor Injury Unit or Other",217,214,3,98.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H103H","Emergency Department",611,567,44,92.8,611,"",567,"",44,"",92.8,"",1,"",0.2,"",1,"",0.2,""
"201606","S92000003","S08000022","H106H","Minor Injury Unit or Other",25,25,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H202H","Emergency Department",2820,2716,104,96.3,2820,"",2716,"",104,"",96.3,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000022","H208H","Minor Injury Unit or Other",382,382,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H210H","Minor Injury Unit or Other",92,92,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H212H","Emergency Department",958,923,35,96.3,958,"",923,"",35,"",96.3,"",3,"",0.3,"",0,"",0,""
"201606","S92000003","S08000022","H214H","Minor Injury Unit or Other",504,504,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H215H","Minor Injury Unit or Other",272,272,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H217H","Minor Injury Unit or Other",173,173,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H219H","Minor Injury Unit or Other",232,232,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H224H","Minor Injury Unit or Other",365,362,3,99.2,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H227B","Minor Injury Unit or Other",168,168,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000022","H227H","Minor Injury Unit or Other",96,96,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000032","L106H","Emergency Department",5914,5725,189,96.8,5914,"",5725,"",189,"",96.8,"",1,"",0,"",0,"",0,""
"201606","S92000003","S08000032","L206H","Minor Injury Unit or Other",80,80,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000032","L207H","Minor Injury Unit or Other",107,107,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000032","L302H","Emergency Department",5348,5037,311,94.2,5348,"",5037,"",311,"",94.2,"",23,"",0.4,"",0,"",0,""
"201606","S92000003","S08000032","L308H","Emergency Department",5454,4967,487,91.1,5454,"",4967,"",487,"",91.1,"",46,"",0.8,"",1,"",0,""
"201606","S92000003","S08000024","S108H","Minor Injury Unit or Other",197,197,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000024","S116H","Minor Injury Unit or Other",3660,3413,247,93.3,3660,"",3413,"",247,"",93.3,"",57,"",1.6,"",27,"",0.7,""
"201606","S92000003","S08000024","S308H","Emergency Department",4831,4676,155,96.8,4831,"",4676,"",155,"",96.8,"",10,"",0.2,"",0,"",0,""
"201606","S92000003","S08000024","S314H","Emergency Department",9749,9221,528,94.6,9749,"",9221,"",528,"",94.6,"",46,"",0.5,"",1,"",0,""
"201606","S92000003","S08000024","S319H","Emergency Department",4008,3936,72,98.2,4008,"",3936,"",72,"",98.2,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000025","R103H","Emergency Department",519,507,12,97.7,519,"",507,"",12,"",97.7,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000026","Z102H","Emergency Department",699,660,39,94.4,699,"",660,"",39,"",94.4,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T101H","Emergency Department",4076,4026,50,98.8,4076,"",4026,"",50,"",98.8,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T202H","Emergency Department",2168,2155,13,99.4,2168,"",2155,"",13,"",99.4,"",1,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T205H","Minor Injury Unit or Other",39,39,0,100,39,"",39,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T209H","Minor Injury Unit or Other",299,299,0,100,299,"",299,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T304H","Minor Injury Unit or Other",1208,1208,0,100,1208,"",1208,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T305H","Minor Injury Unit or Other",202,202,0,100,202,"",202,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T316H","Minor Injury Unit or Other",113,113,0,100,113,"",113,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T319H","Minor Injury Unit or Other",473,473,0,100,473,"",473,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T320H","Minor Injury Unit or Other",217,217,0,100,217,"",217,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000030","T357C","Minor Injury Unit or Other",349,349,0,100,349,"",349,"",0,"",100,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000028","W106H","Minor Injury Unit or Other",73,73,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201606","S92000003","S08000028","W107H","Emergency Department",625,620,5,99.2,625,"",620,"",5,"",99.2,"",0,"",0,"",0,"",0,""
"201606","S92000003","S08000028","W108H","Minor Injury Unit or Other",118,118,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000015","A101H","Minor Injury Unit or Other",343,340,3,99.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000015","A110H","Minor Injury Unit or Other",114,114,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000015","A111H","Emergency Department",5508,5333,175,96.8,5508,"",5333,"",175,"",96.8,"",17,"",0.3,"",1,"",0,""
"201607","S92000003","S08000015","A210H","Emergency Department",3884,3491,393,89.9,3884,"",3491,"",393,"",89.9,"",62,"",1.6,"",5,"",0.1,""
"201607","S92000003","S08000015","A216H","Minor Injury Unit or Other",92,92,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000016","B103H","Minor Injury Unit or Other",18,18,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000016","B105H","Minor Injury Unit or Other",94,94,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000016","B114H","Minor Injury Unit or Other",16,16,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000016","B118H","Minor Injury Unit or Other",53,53,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000016","B120H","Emergency Department",2406,2320,86,96.4,2406,"",2320,"",86,"",96.4,"",3,"",0.1,"",0,"",0,""
"201607","S92000003","S08000017","Y101H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000017","Y106H","Minor Injury Unit or Other",63,63,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000017","Y109H","Minor Injury Unit or Other",7,7,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000017","Y110H","Minor Injury Unit or Other",21,21,0,100,21,"",21,"",0,"",100,"",0,"",0,"",0,"",0,""
"201607","S92000003","S08000017","Y144H","Emergency Department",1137,1106,31,97.3,1137,"",1106,"",31,"",97.3,"",5,"",0.4,"",0,"",0,""
"201607","S92000003","S08000017","Y146H","Emergency Department",3140,3075,65,97.9,3140,"",3075,"",65,"",97.9,"",1,"",0,"",0,"",0,""
"201607","S92000003","S08000029","F704H","Emergency Department",5310,5119,191,96.4,5310,"",5119,"",191,"",96.4,"",3,"",0.1,"",0,"",0,""
"201607","S92000003","S08000029","F708H","Minor Injury Unit or Other",162,162,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000029","F709H","Minor Injury Unit or Other",295,295,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201607","S92000003","S08000029","F805H","Minor Injury Unit or Other",1750,1750,0,100,1750,"",1750,"",0,"",100,"",0,"",0,"",0,"",0,""
"201607","S92000003","S08000019","V201H","Minor Injury Unit or Other",1276,1274,2,99.8,1276,"",1274,"",2,"",99.8,"",0,"",0,"",0,"",0,""
"201607","S92000003","S08000019","V217H","Emergency Department",5274,5100,174,96.7,5274,"",5100,"",174,"",96.7,"",1,"",0,"",0,"",0,""
"201607","S92000003","S08000020","N101H","Emergency Department",5053,4761,292,94.2,5053,"",4761,"",292,"",94.2,"",6,"",0.1,"",0,"",0,""
"201607","S92000003","S08000020","N121H","Emergency Department",1125,1109,16,98.6,1125,"",1109,"",16,"",98.6,"",0,"",0,"",0,"",0,""
"201607","S92000003","S08000020","N151H","Minor Injury Unit or Other",91,91,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
