month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds,reason_for_delay
2020-02-01,S08000020,18-74,1006,35,All Delay Reasons
2020-02-01,S08000020,18-74,790,27,Health and Social Care Reasons
2020-02-01,S08000020,18-74,43,1,Patient and Family Related Reasons
2020-02-01,S08000020,18-74,70,2,Code 9 AWI
2020-02-01,S08000020,18-74,103,4,Code 9 Non-AWI
2020-02-01,S08000020,75plus,2473,85,All Delay Reasons
2020-02-01,S08000020,75plus,2135,74,Health and Social Care Reasons
2020-02-01,S08000020,75plus,52,2,Patient and Family Related Reasons
2020-02-01,S08000020,75plus,286,10,Code 9 AWI
2020-02-01,S08000020,75plus,0,0,Code 9 Non-AWI
2020-02-01,S08000022,18plus,3954,136,All Delay Reasons
2020-02-01,S08000022,18plus,2713,94,Health and Social Care Reasons
2020-02-01,S08000022,18plus,119,4,Patient and Family Related Reasons
2020-02-01,S08000022,18plus,666,23,Code 9 AWI
2020-02-01,S08000022,18plus,456,16,Code 9 Non-AWI
2020-02-01,S08000022,18-74,1130,39,All Delay Reasons
2020-02-01,S08000022,18-74,740,26,Health and Social Care Reasons
2020-02-01,S08000022,18-74,0,0,Patient and Family Related Reasons
2020-02-01,S08000022,18-74,112,4,Code 9 AWI
2020-02-01,S08000022,18-74,278,10,Code 9 Non-AWI
2020-02-01,S08000022,75plus,2824,97,All Delay Reasons
2020-02-01,S08000022,75plus,1973,68,Health and Social Care Reasons
2020-02-01,S08000022,75plus,119,4,Patient and Family Related Reasons
2020-02-01,S08000022,75plus,554,19,Code 9 AWI
2020-02-01,S08000022,75plus,178,6,Code 9 Non-AWI
2020-02-01,S08000024,18plus,8178,282,All Delay Reasons
2020-02-01,S08000024,18plus,7219,249,Health and Social Care Reasons
2020-02-01,S08000024,18plus,121,4,Patient and Family Related Reasons
2020-02-01,S08000024,18plus,773,27,Code 9 AWI
2020-02-01,S08000024,18plus,65,2,Code 9 Non-AWI
2020-02-01,S08000024,18-74,2341,81,All Delay Reasons
2020-02-01,S08000024,18-74,2112,73,Health and Social Care Reasons
2020-02-01,S08000024,18-74,10,0,Patient and Family Related Reasons
2020-02-01,S08000024,18-74,166,6,Code 9 AWI
2020-02-01,S08000024,18-74,53,2,Code 9 Non-AWI
2020-02-01,S08000024,75plus,5837,201,All Delay Reasons
2020-02-01,S08000024,75plus,5107,176,Health and Social Care Reasons
2020-02-01,S08000024,75plus,111,4,Patient and Family Related Reasons
2020-02-01,S08000024,75plus,607,21,Code 9 AWI
2020-02-01,S08000024,75plus,12,0,Code 9 Non-AWI
2020-02-01,S08000025,18plus,110,4,All Delay Reasons
2020-02-01,S08000025,18plus,81,3,Health and Social Care Reasons
2020-02-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2020-02-01,S08000025,18plus,29,1,Code 9 AWI
2020-02-01,S08000025,18plus,0,0,Code 9 Non-AWI
2020-02-01,S08000025,18-74,15,1,All Delay Reasons
2020-02-01,S08000025,18-74,15,1,Health and Social Care Reasons
2020-02-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2020-02-01,S08000025,18-74,0,0,Code 9 AWI
2020-02-01,S08000025,18-74,0,0,Code 9 Non-AWI
2020-02-01,S08000025,75plus,95,3,All Delay Reasons
2020-02-01,S08000025,75plus,66,2,Health and Social Care Reasons
2020-02-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2020-02-01,S08000025,75plus,29,1,Code 9 AWI
2020-02-01,S08000025,75plus,0,0,Code 9 Non-AWI
2020-02-01,S08000026,18plus,143,5,All Delay Reasons
2020-02-01,S08000026,18plus,132,5,Health and Social Care Reasons
2020-02-01,S08000026,18plus,11,0,Patient and Family Related Reasons
2020-02-01,S08000026,18plus,0,0,Code 9 AWI
2020-02-01,S08000026,18plus,0,0,Code 9 Non-AWI
2020-02-01,S08000026,18-74,53,2,All Delay Reasons
2020-02-01,S08000026,18-74,53,2,Health and Social Care Reasons
2020-02-01,S08000026,18-74,0,0,Patient and Family Related Reasons
2020-02-01,S08000026,18-74,0,0,Code 9 AWI
2020-02-01,S08000026,18-74,0,0,Code 9 Non-AWI
2020-02-01,S08000026,75plus,90,3,All Delay Reasons
2020-02-01,S08000026,75plus,79,3,Health and Social Care Reasons
2020-02-01,S08000026,75plus,11,0,Patient and Family Related Reasons
2020-02-01,S08000026,75plus,0,0,Code 9 AWI
2020-02-01,S08000026,75plus,0,0,Code 9 Non-AWI
2020-02-01,S08000028,18plus,386,13,All Delay Reasons
2020-02-01,S08000028,18plus,290,10,Health and Social Care Reasons
2020-02-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2020-02-01,S08000028,18plus,0,0,Code 9 AWI
2020-02-01,S08000028,18plus,96,3,Code 9 Non-AWI
2020-02-01,S08000028,18-74,103,4,All Delay Reasons
2020-02-01,S08000028,18-74,71,2,Health and Social Care Reasons
2020-02-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2020-02-01,S08000028,18-74,0,0,Code 9 AWI
2020-02-01,S08000028,18-74,32,1,Code 9 Non-AWI
2020-02-01,S08000028,75plus,283,10,All Delay Reasons
2020-02-01,S08000028,75plus,219,8,Health and Social Care Reasons
2020-02-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2020-02-01,S08000028,75plus,0,0,Code 9 AWI
2020-02-01,S08000028,75plus,64,2,Code 9 Non-AWI
2020-02-01,S08000029,18plus,3449,119,All Delay Reasons
2020-02-01,S08000029,18plus,2234,77,Health and Social Care Reasons
2020-02-01,S08000029,18plus,54,2,Patient and Family Related Reasons
2020-02-01,S08000029,18plus,866,30,Code 9 AWI
2020-02-01,S08000029,18plus,295,10,Code 9 Non-AWI
2020-02-01,S08000029,18-74,1427,49,All Delay Reasons
2020-02-01,S08000029,18-74,815,28,Health and Social Care Reasons
2020-02-01,S08000029,18-74,25,1,Patient and Family Related Reasons
2020-02-01,S08000029,18-74,307,11,Code 9 AWI
2020-02-01,S08000029,18-74,280,10,Code 9 Non-AWI
2020-02-01,S08000029,75plus,2022,70,All Delay Reasons
2020-02-01,S08000029,75plus,1419,49,Health and Social Care Reasons
2020-02-01,S08000029,75plus,29,1,Patient and Family Related Reasons
2020-02-01,S08000029,75plus,559,19,Code 9 AWI
2020-02-01,S08000029,75plus,15,1,Code 9 Non-AWI
2020-02-01,S08000030,18plus,2643,91,All Delay Reasons
2020-02-01,S08000030,18plus,1996,69,Health and Social Care Reasons
2020-02-01,S08000030,18plus,50,2,Patient and Family Related Reasons
2020-02-01,S08000030,18plus,341,12,Code 9 AWI
2020-02-01,S08000030,18plus,256,9,Code 9 Non-AWI
2020-02-01,S08000030,18-74,1042,36,All Delay Reasons
2020-02-01,S08000030,18-74,685,24,Health and Social Care Reasons
2020-02-01,S08000030,18-74,0,0,Patient and Family Related Reasons
2020-02-01,S08000030,18-74,109,4,Code 9 AWI
2020-02-01,S08000030,18-74,248,9,Code 9 Non-AWI
2020-02-01,S08000030,75plus,1601,55,All Delay Reasons
2020-02-01,S08000030,75plus,1311,45,Health and Social Care Reasons
2020-02-01,S08000030,75plus,50,2,Patient and Family Related Reasons
2020-02-01,S08000030,75plus,232,8,Code 9 AWI
2020-02-01,S08000030,75plus,8,0,Code 9 Non-AWI
2020-02-01,S08000031,18plus,8319,287,All Delay Reasons
2020-02-01,S08000031,18plus,5789,200,Health and Social Care Reasons
2020-02-01,S08000031,18plus,340,12,Patient and Family Related Reasons
2020-02-01,S08000031,18plus,1734,60,Code 9 AWI
2020-02-01,S08000031,18plus,456,16,Code 9 Non-AWI
2020-02-01,S08000031,18-74,3302,114,All Delay Reasons
2020-02-01,S08000031,18-74,2014,69,Health and Social Care Reasons
2020-02-01,S08000031,18-74,185,6,Patient and Family Related Reasons
2020-02-01,S08000031,18-74,659,23,Code 9 AWI
2020-02-01,S08000031,18-74,444,15,Code 9 Non-AWI
2020-02-01,S08000031,75plus,5017,173,All Delay Reasons
2020-02-01,S08000031,75plus,3775,130,Health and Social Care Reasons
2020-02-01,S08000031,75plus,155,5,Patient and Family Related Reasons
2020-02-01,S08000031,75plus,1075,37,Code 9 AWI
2020-02-01,S08000031,75plus,12,0,Code 9 Non-AWI
2020-02-01,S08000032,18plus,6811,235,All Delay Reasons
2020-02-01,S08000032,18plus,5612,194,Health and Social Care Reasons
2020-02-01,S08000032,18plus,156,5,Patient and Family Related Reasons
2020-02-01,S08000032,18plus,753,26,Code 9 AWI
2020-02-01,S08000032,18plus,290,10,Code 9 Non-AWI
2020-02-01,S08000032,18-74,2067,71,All Delay Reasons
2020-02-01,S08000032,18-74,1507,52,Health and Social Care Reasons
2020-02-01,S08000032,18-74,29,1,Patient and Family Related Reasons
2020-02-01,S08000032,18-74,299,10,Code 9 AWI
2020-02-01,S08000032,18-74,232,8,Code 9 Non-AWI
2020-02-01,S08000032,75plus,4744,164,All Delay Reasons
2020-02-01,S08000032,75plus,4105,142,Health and Social Care Reasons
2020-02-01,S08000032,75plus,127,4,Patient and Family Related Reasons
2020-02-01,S08000032,75plus,454,16,Code 9 AWI
2020-02-01,S08000032,75plus,58,2,Code 9 Non-AWI
2020-02-01,S92000003,18plus,46875,1616,All Delay Reasons
2020-02-01,S92000003,18plus,36455,1257,Health and Social Care Reasons
2020-02-01,S92000003,18plus,1127,39,Patient and Family Related Reasons
2020-02-01,S92000003,18plus,6761,233,Code 9 AWI
2020-02-01,S92000003,18plus,2532,87,Code 9 Non-AWI
2020-02-01,S92000003,18-74,15210,524,All Delay Reasons
2020-02-01,S92000003,18-74,10810,373,Health and Social Care Reasons
2020-02-01,S92000003,18-74,332,11,Patient and Family Related Reasons
2020-02-01,S92000003,18-74,2045,71,Code 9 AWI
2020-02-01,S92000003,18-74,2023,70,Code 9 Non-AWI
2020-02-01,S92000003,75plus,31665,1092,All Delay Reasons
2020-02-01,S92000003,75plus,25645,884,Health and Social Care Reasons
2020-02-01,S92000003,75plus,795,27,Patient and Family Related Reasons
2020-02-01,S92000003,75plus,4716,163,Code 9 AWI
2020-02-01,S92000003,75plus,509,18,Code 9 Non-AWI
2020-03-01,S08000015,18plus,4385,141,All Delay Reasons
2020-03-01,S08000015,18plus,3220,104,Health and Social Care Reasons
2020-03-01,S08000015,18plus,46,1,Patient and Family Related Reasons
2020-03-01,S08000015,18plus,892,29,Code 9 AWI
2020-03-01,S08000015,18plus,227,7,Code 9 Non-AWI
2020-03-01,S08000015,18-74,1416,46,All Delay Reasons
2020-03-01,S08000015,18-74,1005,32,Health and Social Care Reasons
2020-03-01,S08000015,18-74,31,1,Patient and Family Related Reasons
2020-03-01,S08000015,18-74,252,8,Code 9 AWI
2020-03-01,S08000015,18-74,128,4,Code 9 Non-AWI
2020-03-01,S08000015,75plus,2969,96,All Delay Reasons
2020-03-01,S08000015,75plus,2215,71,Health and Social Care Reasons
2020-03-01,S08000015,75plus,15,0,Patient and Family Related Reasons
2020-03-01,S08000015,75plus,640,21,Code 9 AWI
2020-03-01,S08000015,75plus,99,3,Code 9 Non-AWI
2020-03-01,S08000016,18plus,1092,35,All Delay Reasons
2020-03-01,S08000016,18plus,827,27,Health and Social Care Reasons
2020-03-01,S08000016,18plus,32,1,Patient and Family Related Reasons
2020-03-01,S08000016,18plus,205,7,Code 9 AWI
2020-03-01,S08000016,18plus,28,1,Code 9 Non-AWI
2020-03-01,S08000016,18-74,233,8,All Delay Reasons
2020-03-01,S08000016,18-74,183,6,Health and Social Care Reasons
2020-03-01,S08000016,18-74,27,1,Patient and Family Related Reasons
2020-03-01,S08000016,18-74,23,1,Code 9 AWI
2020-03-01,S08000016,18-74,0,0,Code 9 Non-AWI
2020-03-01,S08000016,75plus,859,28,All Delay Reasons
2020-03-01,S08000016,75plus,644,21,Health and Social Care Reasons
2020-03-01,S08000016,75plus,5,0,Patient and Family Related Reasons
2020-03-01,S08000016,75plus,182,6,Code 9 AWI
2020-03-01,S08000016,75plus,28,1,Code 9 Non-AWI
2020-03-01,S08000017,18plus,1351,44,All Delay Reasons
2020-03-01,S08000017,18plus,1070,35,Health and Social Care Reasons
2020-03-01,S08000017,18plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000017,18plus,181,6,Code 9 AWI
2020-03-01,S08000017,18plus,100,3,Code 9 Non-AWI
2020-03-01,S08000017,18-74,397,13,All Delay Reasons
2020-03-01,S08000017,18-74,260,8,Health and Social Care Reasons
2020-03-01,S08000017,18-74,0,0,Patient and Family Related Reasons
2020-03-01,S08000017,18-74,44,1,Code 9 AWI
2020-03-01,S08000017,18-74,93,3,Code 9 Non-AWI
2020-03-01,S08000017,75plus,954,31,All Delay Reasons
2020-03-01,S08000017,75plus,810,26,Health and Social Care Reasons
2020-03-01,S08000017,75plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000017,75plus,137,4,Code 9 AWI
2020-03-01,S08000017,75plus,7,0,Code 9 Non-AWI
2020-03-01,S08000019,18plus,2562,83,All Delay Reasons
2020-03-01,S08000019,18plus,1769,57,Health and Social Care Reasons
2020-03-01,S08000019,18plus,40,1,Patient and Family Related Reasons
2020-03-01,S08000019,18plus,497,16,Code 9 AWI
2020-03-01,S08000019,18plus,256,8,Code 9 Non-AWI
2020-03-01,S08000019,18-74,889,29,All Delay Reasons
2020-03-01,S08000019,18-74,539,17,Health and Social Care Reasons
2020-03-01,S08000019,18-74,0,0,Patient and Family Related Reasons
2020-03-01,S08000019,18-74,155,5,Code 9 AWI
2020-03-01,S08000019,18-74,195,6,Code 9 Non-AWI
2020-03-01,S08000019,75plus,1673,54,All Delay Reasons
2020-03-01,S08000019,75plus,1230,40,Health and Social Care Reasons
2020-03-01,S08000019,75plus,40,1,Patient and Family Related Reasons
2020-03-01,S08000019,75plus,342,11,Code 9 AWI
2020-03-01,S08000019,75plus,61,2,Code 9 Non-AWI
2020-03-01,S08000020,18plus,3408,110,All Delay Reasons
2020-03-01,S08000020,18plus,2722,88,Health and Social Care Reasons
2020-03-01,S08000020,18plus,42,1,Patient and Family Related Reasons
2020-03-01,S08000020,18plus,490,16,Code 9 AWI
2020-03-01,S08000020,18plus,154,5,Code 9 Non-AWI
2020-03-01,S08000020,18-74,1077,35,All Delay Reasons
2020-03-01,S08000020,18-74,773,25,Health and Social Care Reasons
2020-03-01,S08000020,18-74,31,1,Patient and Family Related Reasons
2020-03-01,S08000020,18-74,150,5,Code 9 AWI
2020-03-01,S08000020,18-74,123,4,Code 9 Non-AWI
2020-03-01,S08000020,75plus,2331,75,All Delay Reasons
2020-03-01,S08000020,75plus,1949,63,Health and Social Care Reasons
2020-03-01,S08000020,75plus,11,0,Patient and Family Related Reasons
2020-03-01,S08000020,75plus,340,11,Code 9 AWI
2020-03-01,S08000020,75plus,31,1,Code 9 Non-AWI
2020-03-01,S08000022,18plus,3871,125,All Delay Reasons
2020-03-01,S08000022,18plus,2702,87,Health and Social Care Reasons
2020-03-01,S08000022,18plus,54,2,Patient and Family Related Reasons
2020-03-01,S08000022,18plus,795,26,Code 9 AWI
2020-03-01,S08000022,18plus,320,10,Code 9 Non-AWI
2020-03-01,S08000022,18-74,1186,38,All Delay Reasons
2020-03-01,S08000022,18-74,807,26,Health and Social Care Reasons
2020-03-01,S08000022,18-74,0,0,Patient and Family Related Reasons
2020-03-01,S08000022,18-74,154,5,Code 9 AWI
2020-03-01,S08000022,18-74,225,7,Code 9 Non-AWI
2020-03-01,S08000022,75plus,2685,87,All Delay Reasons
2020-03-01,S08000022,75plus,1895,61,Health and Social Care Reasons
2020-03-01,S08000022,75plus,54,2,Patient and Family Related Reasons
2020-03-01,S08000022,75plus,641,21,Code 9 AWI
2020-03-01,S08000022,75plus,95,3,Code 9 Non-AWI
2020-03-01,S08000024,18plus,7278,235,All Delay Reasons
2020-03-01,S08000024,18plus,6231,201,Health and Social Care Reasons
2020-03-01,S08000024,18plus,256,8,Patient and Family Related Reasons
2020-03-01,S08000024,18plus,650,21,Code 9 AWI
2020-03-01,S08000024,18plus,141,5,Code 9 Non-AWI
2020-03-01,S08000024,18-74,2230,72,All Delay Reasons
2020-03-01,S08000024,18-74,2062,67,Health and Social Care Reasons
2020-03-01,S08000024,18-74,44,1,Patient and Family Related Reasons
2020-03-01,S08000024,18-74,64,2,Code 9 AWI
2020-03-01,S08000024,18-74,60,2,Code 9 Non-AWI
2020-03-01,S08000024,75plus,5048,163,All Delay Reasons
2020-03-01,S08000024,75plus,4169,134,Health and Social Care Reasons
2020-03-01,S08000024,75plus,212,7,Patient and Family Related Reasons
2020-03-01,S08000024,75plus,586,19,Code 9 AWI
2020-03-01,S08000024,75plus,81,3,Code 9 Non-AWI
2020-03-01,S08000025,18plus,103,3,All Delay Reasons
2020-03-01,S08000025,18plus,77,2,Health and Social Care Reasons
2020-03-01,S08000025,18plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000025,18plus,26,1,Code 9 AWI
2020-03-01,S08000025,18plus,0,0,Code 9 Non-AWI
2020-03-01,S08000025,18-74,0,0,All Delay Reasons
2020-03-01,S08000025,18-74,0,0,Health and Social Care Reasons
2020-03-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2020-03-01,S08000025,18-74,0,0,Code 9 AWI
2020-03-01,S08000025,18-74,0,0,Code 9 Non-AWI
2020-03-01,S08000025,75plus,103,3,All Delay Reasons
2020-03-01,S08000025,75plus,77,2,Health and Social Care Reasons
2020-03-01,S08000025,75plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000025,75plus,26,1,Code 9 AWI
2020-03-01,S08000025,75plus,0,0,Code 9 Non-AWI
2020-03-01,S08000026,18plus,87,3,All Delay Reasons
2020-03-01,S08000026,18plus,87,3,Health and Social Care Reasons
2020-03-01,S08000026,18plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000026,18plus,0,0,Code 9 AWI
2020-03-01,S08000026,18plus,0,0,Code 9 Non-AWI
2020-03-01,S08000026,18-74,21,1,All Delay Reasons
2020-03-01,S08000026,18-74,21,1,Health and Social Care Reasons
2020-03-01,S08000026,18-74,0,0,Patient and Family Related Reasons
2020-03-01,S08000026,18-74,0,0,Code 9 AWI
2020-03-01,S08000026,18-74,0,0,Code 9 Non-AWI
2020-03-01,S08000026,75plus,66,2,All Delay Reasons
2020-03-01,S08000026,75plus,66,2,Health and Social Care Reasons
2020-03-01,S08000026,75plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000026,75plus,0,0,Code 9 AWI
2020-03-01,S08000026,75plus,0,0,Code 9 Non-AWI
2020-03-01,S08000028,18plus,331,11,All Delay Reasons
2020-03-01,S08000028,18plus,215,7,Health and Social Care Reasons
2020-03-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000028,18plus,0,0,Code 9 AWI
2020-03-01,S08000028,18plus,116,4,Code 9 Non-AWI
2020-03-01,S08000028,18-74,148,5,All Delay Reasons
2020-03-01,S08000028,18-74,79,3,Health and Social Care Reasons
2020-03-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2020-03-01,S08000028,18-74,0,0,Code 9 AWI
2020-03-01,S08000028,18-74,69,2,Code 9 Non-AWI
2020-03-01,S08000028,75plus,183,6,All Delay Reasons
2020-03-01,S08000028,75plus,136,4,Health and Social Care Reasons
2020-03-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2020-03-01,S08000028,75plus,0,0,Code 9 AWI
2020-03-01,S08000028,75plus,47,2,Code 9 Non-AWI
2020-03-01,S08000029,18plus,3816,123,All Delay Reasons
2020-03-01,S08000029,18plus,2455,79,Health and Social Care Reasons
2020-03-01,S08000029,18plus,62,2,Patient and Family Related Reasons
2020-03-01,S08000029,18plus,846,27,Code 9 AWI
2020-03-01,S08000029,18plus,453,15,Code 9 Non-AWI
2020-03-01,S08000029,18-74,1455,47,All Delay Reasons
2020-03-01,S08000029,18-74,764,25,Health and Social Care Reasons
2020-03-01,S08000029,18-74,31,1,Patient and Family Related Reasons
2020-03-01,S08000029,18-74,310,10,Code 9 AWI
2020-03-01,S08000029,18-74,350,11,Code 9 Non-AWI
2020-03-01,S08000029,75plus,2361,76,All Delay Reasons
2020-03-01,S08000029,75plus,1691,55,Health and Social Care Reasons
2020-03-01,S08000029,75plus,31,1,Patient and Family Related Reasons
2020-03-01,S08000029,75plus,536,17,Code 9 AWI
2020-03-01,S08000029,75plus,103,3,Code 9 Non-AWI
2020-03-01,S08000030,18plus,2031,66,All Delay Reasons
2020-03-01,S08000030,18plus,1265,41,Health and Social Care Reasons
2020-03-01,S08000030,18plus,141,5,Patient and Family Related Reasons
2020-03-01,S08000030,18plus,178,6,Code 9 AWI
2020-03-01,S08000030,18plus,447,14,Code 9 Non-AWI
2020-03-01,S08000030,18-74,819,26,All Delay Reasons
2020-03-01,S08000030,18-74,480,15,Health and Social Care Reasons
2020-03-01,S08000030,18-74,31,1,Patient and Family Related Reasons
2020-03-01,S08000030,18-74,19,1,Code 9 AWI
2020-03-01,S08000030,18-74,289,9,Code 9 Non-AWI
2020-03-01,S08000030,75plus,1212,39,All Delay Reasons
2020-03-01,S08000030,75plus,785,25,Health and Social Care Reasons
2020-03-01,S08000030,75plus,110,4,Patient and Family Related Reasons
2020-03-01,S08000030,75plus,159,5,Code 9 AWI
2020-03-01,S08000030,75plus,158,5,Code 9 Non-AWI
2020-03-01,S08000031,18plus,7945,256,All Delay Reasons
2020-03-01,S08000031,18plus,4949,160,Health and Social Care Reasons
2020-03-01,S08000031,18plus,388,13,Patient and Family Related Reasons
2020-03-01,S08000031,18plus,2087,67,Code 9 AWI
2020-03-01,S08000031,18plus,521,17,Code 9 Non-AWI
2020-03-01,S08000031,18-74,3433,111,All Delay Reasons
2020-03-01,S08000031,18-74,2036,66,Health and Social Care Reasons
2020-03-01,S08000031,18-74,186,6,Patient and Family Related Reasons
2020-03-01,S08000031,18-74,714,23,Code 9 AWI
2020-03-01,S08000031,18-74,497,16,Code 9 Non-AWI
2020-03-01,S08000031,75plus,4512,146,All Delay Reasons
2020-03-01,S08000031,75plus,2913,94,Health and Social Care Reasons
2020-03-01,S08000031,75plus,202,7,Patient and Family Related Reasons
2020-03-01,S08000031,75plus,1373,44,Code 9 AWI
2020-03-01,S08000031,75plus,24,1,Code 9 Non-AWI
2020-03-01,S08000032,18plus,6749,218,All Delay Reasons
2020-03-01,S08000032,18plus,5487,177,Health and Social Care Reasons
2020-03-01,S08000032,18plus,138,4,Patient and Family Related Reasons
